Title,Developer/Provider,Category,URL,Embed URL (in-app),Description
Kids Games Collection,GamePix,kids,https://play.gamepix.com/kids-games-collection/,https://play.gamepix.com/kids-games-collection/embed?sid=U274U,"Dive into a world of endless fun with Kids Games Collection, a vibrant array of activities perfect for young explorers. Unleash creativity with colorful drawing and painting games, or discover music-making joy with piano and drum sessions. A perfect blend of imagination and playfulness awaits!"
Ninja Adventure 2,GamePix,monster,https://play.gamepix.com/ninja-adventure-2/,https://play.gamepix.com/ninja-adventure-2/embed?sid=U274U,"Enter the thrilling realm of Ninja Adventure 2, where action-packed platforming meets cunning strategy. Battle monstrous foes, traverse treacherous terrains, and master every jump and attack. Enhance your ninja prowess with powerful upgrades while the stunning visuals and immersive landscapes create an unforgettable, adrenaline-fueled experience."
Box Jelly,GamePix,kids,https://play.gamepix.com/box-jelly/,https://play.gamepix.com/box-jelly/embed?sid=U274U,"Guide a whimsical group of charming jellyfish in the delightful puzzle adventure of Box Jelly. Strategically tap and swipe to maneuver these colorful creatures, each with unique traits, to their safe zone. Solve engaging puzzles against the clock to earn coveted starfish rewards in this vibrant underwater escapade."
MathTest21,GamePix,math,https://play.gamepix.com/mathtest21/,https://play.gamepix.com/mathtest21/embed?sid=U274U,"Test your math skills with MathTest21, a dynamic challenge that sharpens your calculation prowess through engaging equations. Solve sums rapidly to climb the ranks, perfecting your speed and accuracy while having endless fun. Whether you're a beginner or a math whiz, this game entertains and educates."
Stoke Boxes,GamePix,arcade,https://play.gamepix.com/stoke-boxes/,https://play.gamepix.com/stoke-boxes/embed?sid=U274U,"Enter the whimsical realm of Stoke Boxes, where precise timing and balance form the backbone of this delightful arcade challenge. Stack boxes carefully to maintain stability, as every misstep could lead to collapse. Hone your skills and test your reflexes in this addictive, easy-to-master adventure."
Heart Smash,GamePix,action,https://play.gamepix.com/heart-smash/,https://play.gamepix.com/heart-smash/embed?sid=U274U,"Heart Smash challenges you to channel your inner pixelated archer in a speedy 15-second showdown. With simple mouse controls, unleash your arrows at floating hearts. The game's retro graphics and fast-paced action demand precision and quick reflexes to maximize your score. Can you handle the pressure?"
3DBall,GamePix,skill,https://play.gamepix.com/3dball/,https://play.gamepix.com/3dball/embed?sid=U274U,"Navigate frantic leaps in 3DBall, where quick reflexes and sharp minds rule. Dive into exhilarating 3D landscapes that rapidly morph beneath you, demanding strategic jumps to outpace the vanishing terrain. Simple controls mask a progressively intense challenge, crafting an addictively thrilling quest for the ultimate high score."
Red Platformer,GamePix,adventure,https://play.gamepix.com/redplatform/,https://play.gamepix.com/redplatform/embed?sid=U274U,"Navigate through a stunning geometric world in Red Platformer, where precise timing and strategic jumps are your keys to survival. Face unexpected traps, discover hidden paths, and plan your moves carefully as you embark on an enthralling quest for freedom in this dynamic block universe."
Animal Ice Cream Shop,GamePix,kids,https://play.gamepix.com/animal-ice-cream-shop/,https://play.gamepix.com/animal-ice-cream-shop/embed?sid=U274U,"Delight in a summer adventure at Animal Ice Cream Shop! Help the charming panda, Miumiu, manage a bustling seaside ice cream stand. Mix creativity with speedy service to craft delicious treats, satisfy adorable animal patrons, and master new recipes in a vibrant, sun-kissed setting."
Wordle,GamePix,brain,https://play.gamepix.com/wordle/,https://play.gamepix.com/wordle/embed?sid=U274U,"Dive into Wordle's thrilling world of puzzles where every letter counts. Craft words by arranging letters, navigate through exciting levels, and uncover diverse themes. Challenge your mind with escalating difficulties and strategic wordplay, while enjoying hints and exploring the art of word creation."
Tap Double-Tap REMAKE!,GamePix,arcade,https://play.gamepix.com/tap-double-tap/,https://play.gamepix.com/tap-double-tap/embed?sid=U274U,"Dive into Tap Double-Tap REMAKE!, a vibrant challenge where your reflexes are the key to victory. Tap to color blocks and swiftly double-tap to dodge obstacles. With increasing intensity across captivating levels, maintaining rhythm and foresight unlocks the thrill of survival in this hyper-casual spectacle."
Skyblaze,GamePix,shooter,https://play.gamepix.com/skyblaze/,https://play.gamepix.com/skyblaze/embed?sid=U274U,"Soar into intense aerial battles in Skyblaze, where you pilot a nimble jet through swarms of fierce enemies. Experience exhilarating dogfights with responsive controls and test your reflexes to achieve sky-high scores. Can you dominate the skies and become the ultimate ace pilot?"
Blast Sprunki,GamePix,puzzle,https://play.gamepix.com/blast-sprunki/,https://play.gamepix.com/blast-sprunki/embed?sid=U274U,"Guide the endearing Green Sprunki through a shadowy world in this whimsical adventure. Strategically place explosives to navigate challenging terrains and hazards. With each level, sharpen your timing and strategy to achieve a perfect three-star rating. Embrace creativity to overcome every obstacle and master the art of precision."
Number Match - Match Ten,GamePix,match-3,https://play.gamepix.com/number-match-match-ten/,https://play.gamepix.com/number-match-match-ten/embed?sid=U274U,"Jump into the world of Number Match - Match Ten, where strategic number pairing and grid-clearing thrills await. Your goal is to match numbers that sum to ten while navigating clever puzzles. Use tools like hints and bombs to overcome challenges and unlock endless entertainment in diverse, offline-ready levels."
Dog & Duck,GamePix,animal,https://play.gamepix.com/dog-and-duck/,https://play.gamepix.com/dog-and-duck/embed?sid=U274U,"Embark on a duck-hunting adventure in Dog & Duck, where your sharp shooting skills are your greatest asset. Navigate the thrill of fast-paced targeting while your loyal dog guides you to elusive prey in a dynamic environment. Challenge yourself as ducks become faster and more elusive."
Angry Checkers,GamePix,board,https://play.gamepix.com/angry-checkers/,https://play.gamepix.com/angry-checkers/embed?sid=U274U,Take on a thrilling twist in Angry Checkers by knocking your opponent's pieces off the board. Engage players worldwide or challenge friends and AI across diverse modes. Strategy is key as you climb the ranks in this exhilarating board game with a tactical edge.
Alien Mahjong,GamePix,monster,https://play.gamepix.com/alien-mahjong/,https://play.gamepix.com/alien-mahjong/embed?sid=U274U,"Enter the quirky realm of Alien Mahjong, where you must match identical tiles amidst evolving challenges. When traditional pairings fail, unleash bomb mode to mix things up and create fresh matches. Navigate through layered puzzles with strategy and enjoy a festive atmosphere in this delightful puzzle adventure."
Space Ball Invaders,GamePix,kids,https://play.gamepix.com/space-ball-invaderes/,https://play.gamepix.com/space-ball-invaderes/embed?sid=U274U,"In Space Ball Invaders, enter an intergalactic playground where skillful swings send balls blasting at alien foes. Engage in fast-paced action as you defend your galaxy with precise timing and swift reflexes, while colorful graphics and power-ups heighten the thrill. Are you ready for the ultimate space showdown?"
Tricky Track 3D 2,GamePix,runner,https://play.gamepix.com/tricky-track-3d-2-1/,https://play.gamepix.com/tricky-track-3d-2-1/embed?sid=U274U,"Race through a stunning 3D world in Tricky Track 3D 2, where precision and timing are your allies. Steer a fast-paced ball to hit targets and dodge rivals, navigating ever-changing tracks with strategic finesse. Stay sharp, as each level brings dynamic challenges that test your skills."
Jump Cube,GamePix,cool,https://play.gamepix.com/jump-cube/,https://play.gamepix.com/jump-cube/embed?sid=U274U,"Leap into the pixelated world of Jump Cube, where precision and strategy are your allies. Navigate your cube expertly across challenging platforms while dodging hazardous spikes. With each level progressively tougher, devise your jumps carefully to climb the leaderboards and showcase your skills in this fast-paced arcade adventure."
Duck Hunter,GamePix,arcade,https://play.gamepix.com/duck-hunter/,https://play.gamepix.com/duck-hunter/embed?sid=U274U,"Dive into the adrenaline-fueled world of Duck Hunter, where your reflexes determine your success. Master your shotgun with quick shots and reloads while an increasing wave of wild ducks tests your skill. Capture the excitement of hunting anytime, anywhere."
Nitro Car Racing,GamePix,sports,https://play.gamepix.com/nitro-car-racing/,https://play.gamepix.com/nitro-car-racing/embed?sid=U274U,"Rev up your excitement with Nitro Car Racing's top-down, 2D thrills. Master sharp controls, collect power-ups, and dodge AI racers on dynamic tracks. Burst ahead using nitro boosts to dominate the leaderboard. Unleash your inner speedster in this accessible yet challenging race to victory."
Phone Case Diy Kpop Fans,GamePix,casual,https://play.gamepix.com/phone-case-diy-kpop-fans/,https://play.gamepix.com/phone-case-diy-kpop-fans/embed?sid=U274U,"Unleash your creativity as a phone case designer, crafting unique, stylish cases for K-pop enthusiasts. Use vibrant sprays and brushes to create trendy patterns and showcase your flair for fashion in this addictive casual game. Perfect for design enthusiasts and K-pop fans alike!"
Fruit Clash,GamePix,casual,https://play.gamepix.com/fruit-clash/,https://play.gamepix.com/fruit-clash/embed?sid=U274U,"Enter the vibrant world of Fruit Clash, where merging fruits leads to endless surprises! Transform humble fruits into legendary superfruits while exploring colorful stages brimming with juicy challenges. Evolving fruits unlock boosts and special rewards, making each play session an addictive journey in your blossoming fruit paradise."
Fire and Water Blockman,GamePix,two-player,https://play.gamepix.com/fire-and-water-blockman/,https://play.gamepix.com/fire-and-water-blockman/embed?sid=U274U,"Venture into the treacherous Crimson Forest in Fire and Water Blockman, a two-player platformer brimming with teamwork and strategy. Navigate perilous landscapes, evade monstrous foes, and gather portal pieces and blue crystal chests. Collaborate to conquer challenges and unleash your elemental powers in this pixel art adventure."
DOP Stickman,GamePix,stickman,https://play.gamepix.com/dop-stickman/,https://play.gamepix.com/dop-stickman/embed?sid=U274U,"Embark on a thrilling prison break in DOP Stickman, where your artful drawings pave the path to freedom. Evade ever-watchful guards as you cleverly fill missing parts of images to progress. Balance speed and precision in this captivating escape adventure set in a world full of peril."
Basketball Arena Ultimate Hoops Showdown,GamePix,sports,https://play.gamepix.com/basketball-arena-ultimate-hoops-showdown/,https://play.gamepix.com/basketball-arena-ultimate-hoops-showdown/embed?sid=U274U,"Step onto the court in Basketball Arena Ultimate Hoops Showdown, where precision and strategy reign supreme. Tweak your throw's power and trajectory with intuitive controls, aiming for perfection in just three attempts. Experience authentic basketball challenges, honing your skills with every nail-biting shot. Are you ready to conquer the hoop?"
Tiny Football Cup,GamePix,sports,https://play.gamepix.com/tiny-football-cup/,https://play.gamepix.com/tiny-football-cup/embed?sid=U274U,"Tiny Football Cup lets you build your football legacy through strategic play and skillful maneuvers. With intuitive controls, compete in thrilling matches against diverse teams across challenging leagues. Master formations, adapt to opponents, and aim to score, delivering excitement on every exhilarating step towards victory."
Floppy Football,GamePix,sports,https://play.gamepix.com/floppy-football/,https://play.gamepix.com/floppy-football/embed?sid=U274U,"Keep a floppy ball airborne using your player's head in this captivating arcade-style game. Floppy Football combines the thrill of soccer with challenging twists. Master timing and agility for high scores while enjoying both solo and multiplayer modes. Fun, simple, yet hard to master—perfect for all ages."
Stacktris 2048,GamePix,tetris,https://play.gamepix.com/stacktris-2048/,https://play.gamepix.com/stacktris-2048/embed?sid=U274U,"Stacktris 2048 melds the strategic stacking of Tetris with the satisfying numerical merges of 2048. Navigate a dynamic 3D space, combining identical number blocks to ascend toward the iconic 2048 tile. With no time limits, plot your spatial and numerical strategy in this addictive puzzle showdown."
Noob vs Pro Help Hacker,GamePix,two-player,https://play.gamepix.com/noob-vs-pro-help-hacker/,https://play.gamepix.com/noob-vs-pro-help-hacker/embed?sid=U274U,"Guide Noob through perilous landscapes, battling menacing monsters and evading a hacker's bullets with precision. Wield a mighty sword to carve a path to safety. Quick wits and swift movements will lead Noob to his cozy bed, all while soaking in the nostalgic charm of retro graphics."
Dino Puzzles,GamePix,kids,https://play.gamepix.com/dino-puzzles/,https://play.gamepix.com/dino-puzzles/embed?sid=U274U,"Embark on a prehistoric adventure with Dino Puzzles! Unleash your inner paleontologist as you piece together vibrant dinosaur scenes. Engaging drag-and-drop mechanics make it an educational and entertaining journey, with each completed puzzle revealing a lively creature. Perfect for young explorers, with limitless fun and learning at every turn."
Mini Zombie The Invasion,GamePix,zombie,https://play.gamepix.com/mini-zombie-the-invasion/,https://play.gamepix.com/mini-zombie-the-invasion/embed?sid=U274U,"Survive relentless waves of tiny undead in Mini Zombie The Invasion. Test your reflexes and shooting precision as you fend off diverse zombie types with a varied arsenal. Endurance is key in this endlessly thrilling, high-octane shooter—how long can you maintain your stand against the invasion?"
Stay Road,GamePix,racing,https://play.gamepix.com/stay-road/,https://play.gamepix.com/stay-road/embed?sid=U274U,Stay Road challenges you to master the art of high-speed maneuvering. Swerve and dodge through sudden obstacles and sharp turns with quick reflexes. Tap timing is crucial to avoid crashes while you chase the thrill of outpacing your personal best score. Are you ready to embrace the excitement?
Puzzle Pieces,GamePix,brain,https://play.gamepix.com/puzzle-pieces/,https://play.gamepix.com/puzzle-pieces/embed?sid=U274U,"Dive into the thrilling world of Puzzle Pieces, where strategy and speed are your best allies. Complete circular challenges across 60 captivating levels and six dynamic modes. Carefully place pieces to beat the clock, utilizing multicolored pieces for an exciting twist. Can you conquer the ultimate puzzle frenzy?"
Catch the Beats,GamePix,arcade,https://play.gamepix.com/catchthebeats/,https://play.gamepix.com/catchthebeats/embed?sid=U274U,"Move to energizing rhythms in Catch the Beats, guiding your ball to hit every beat on a thrilling track. With the tempo rising and difficulty escalating, it's a test of timing and skill that'll keep you hooked. Groove along with captivating soundtracks for an exhilarating arcade adventure."
Jewel Dash,GamePix,bejeweled,https://play.gamepix.com/jewel-dash/,https://play.gamepix.com/jewel-dash/embed?sid=U274U,"Jewel Dash challenges your puzzle-solving skills in a jewel-matching frenzy. Quickly identify and eliminate clusters of gems, letting falling jewels create chain reactions. Strategically score high, earn powerful boosts, and race against the clock through 11 thrilling levels. Can you clear the board before time runs out?"
Zero to Millionaire!,GamePix,simulation,https://play.gamepix.com/zero-to-millionaire/,https://play.gamepix.com/zero-to-millionaire/embed?sid=U274U,"Embark on a life-changing journey from rags to riches! Begin with humble jobs, skillfully climb the ladder to financial success, and indulge in luxury. Open businesses, invest wisely, and shape your destiny through meaningful choices. Experience the thrill of transforming aspirations into reality. How high will your ambitions take you?"
Brawlers 3D Shooter Stars,GamePix,shooter,https://play.gamepix.com/brawlers-3d-shooter-stars/,https://play.gamepix.com/brawlers-3d-shooter-stars/embed?sid=U274U,"Dive into thrilling arena battles in Brawlers 3D Shooter Stars. Choose your fighter, master diverse weapons, and outmaneuver opponents. Experience intense action with intuitive controls and endless unlockables. Whether solo or online, every skirmish offers adrenaline-fueled excitement in this dynamic third-person shooter."
2 Player Games 1v1 Battle,GamePix,two-player,https://play.gamepix.com/2-player-games-1v1-battle/,https://play.gamepix.com/2-player-games-1v1-battle/embed?sid=U274U,"Dive into thrilling 1v1 battles where speed and reflexes reign supreme! Challenge a friend in diverse settings, from treasure hunts to zombie survival. Tap fast, solve puzzles, and explore mysteries in this dynamic two-player showdown. Each mode offers unique twists for endless offline fun. Who will out-tap who?"
Snowboard Frenzy,GamePix,skateboard,https://play.gamepix.com/snowboard-frenzy/,https://play.gamepix.com/snowboard-frenzy/embed?sid=U274U,Race down dazzling snowfields as a fearless Yeti in Snowboard Frenzy! Execute gravity-defying tricks and smash penguins for extra points. Navigate icy terrains at breakneck speeds to beat the clock. Sharpen your skills and discover hidden shortcuts to claim the title of mountain champion in this thrilling winter adventure!
Wild Tanks,GamePix,tanks,https://play.gamepix.com/wild-tanks/,https://play.gamepix.com/wild-tanks/embed?sid=U274U,"Unleash your strategic prowess in Wild Tanks, where intense tank battles meet survival racing. Customize and upgrade your tank to outlast enemies and conquer epic landscapes. Dodge enemy fire, earn stars, and redefine your weaponry in this exhilarating blend of action and strategy across varied terrains."
Pooking Master,GamePix,pool,https://play.gamepix.com/pooking-master/,https://play.gamepix.com/pooking-master/embed?sid=U274U,"Dive into Pooking Master, the immersive solo pool game that blends nostalgic arcade flair with modern ease. Perfect your shots with intuitive controls and realistic physics, creating a seamless and satisfying experience as you strategically aim to pot your balls and conquer the 8-ball challenge."
Hero Birds Hidden Stars,GamePix,kids,https://play.gamepix.com/hero-birds-hidden-stars/,https://play.gamepix.com/hero-birds-hidden-stars/embed?sid=U274U,Embark on a thrilling hunt in Hero Birds Hidden Stars. Race against time to uncover concealed stars within intricate images across eight captivating levels. Feel the rush as the clock ticks down and sharpen your focus to spot every glimmer without losing precious seconds. Ready for the challenge?
My Poky Virtual Pet,GamePix,kids,https://play.gamepix.com/my-pou-virtual-pet/,https://play.gamepix.com/my-pou-virtual-pet/embed?sid=U274U,"Create your own adorable companion in My Poky Virtual Pet, where you'll care for Poky through lifelike emotions and engaging activities. Enjoy vibrant environments as you feed, clean, and play diverse mini-games. Watch Poky flourish in a park filled with fun and happiness, making every moment a joyful adventure."
Bowling Pipe,GamePix,arcade,https://play.gamepix.com/bowling-pipe/,https://play.gamepix.com/bowling-pipe/embed?sid=U274U,Bowling Pipe offers an exhilarating arcade challenge where bowling meets strategy. Navigate pipes to collect balls while dodging hidden bombs. Quick reflexes and strategic planning are essential as the escalating difficulty keeps you on your toes. Avoid explosive missteps and secure a high score in this unique adventure.
Jump on Jupiter,GamePix,action,https://play.gamepix.com/jump-on-jupiter/,https://play.gamepix.com/jump-on-jupiter/embed?sid=U274U,"Navigate a brave astronaut through outer space in Jump on Jupiter. Master the art of timing with intuitive tap controls to adjust his flight path. Earn points with thrilling near misses and successful portal entries, all set against a captivating cosmic atmosphere."
Yummy Chocolate Factory,GamePix,kids,https://play.gamepix.com/yummy-chocolate-factory/,https://play.gamepix.com/yummy-chocolate-factory/embed?sid=U274U,"Dive into the delightful world of Yummy Chocolate Factory, where crafting delectable chocolates is as educational as it is fun. Navigate charming stages, manage time wisely, and savor each step in this flavorful simulation, ensuring each sweet creation is as satisfying to make as it is to behold."
Emoji Strikes Online Game,GamePix,ball,https://play.gamepix.com/emoji-strikes-online-game/,https://play.gamepix.com/emoji-strikes-online-game/embed?sid=U274U,"Dive into Emoji Strikes Online, where you navigate a playful world to collect and evolve emojis. Elevate your emoji’s status by strategically gathering rare ones, all while boosting your popularity. Enjoy addictive gameplay with a delightful twist as you compete globally for emoji dominance!"
Funny Puppy Dressup,GamePix,kids,https://play.gamepix.com/funny-puppy-dressup/,https://play.gamepix.com/funny-puppy-dressup/embed?sid=U274U,Get ready for an overload of adorableness in Funny Puppy Dressup! Style your charming pup with fashionable outfits and accessories in a vibrant kid-friendly setting. Enjoy playful mini-games that unlock even more delightful attire. Unleash your creativity and transform your puppy into the trendiest pooch on the block!
Sweet World,GamePix,bejeweled,https://play.gamepix.com/sweet-world/,https://play.gamepix.com/sweet-world/embed?sid=U274U,"Dive into Sweet World, an enchanting match-3 adventure where you swap candies to form delicious combos. With vibrant candy visuals and a captivating soundtrack, complete challenging quests for sweet rewards. As levels increase in difficulty, strategic moves and powerful combos are your keys to success!"
Jushimo,GamePix,action,https://play.gamepix.com/jushimo/,https://play.gamepix.com/jushimo/embed?sid=U274U,"Dive into Jushimo, a captivating platformer set in a vivid fantasy world. Outsmart enemies and dodge cunning traps as you collect coins. With each level's increasing intensity and strategic surprises, your reflexes and cunning will be pushed to their limits amidst retro charm and thrilling plot twists."
The Tree Clicker,GamePix,clicker,https://play.gamepix.com/the-tree-clicker/,https://play.gamepix.com/the-tree-clicker/embed?sid=U274U,"Tap into festive joy with The Tree Clicker! Ignite twinkling ornaments on a charming holiday tree, earning points to unlock dazzling upgrades. Delight in the enchanting atmosphere, where each click crafts a radiant masterpiece, filling your virtual world with heartwarming seasonal magic. Engaging and addictive, it's holiday cheer at your fingertips."
Prison Noob vs Pro,GamePix,two-player,https://play.gamepix.com/prison-noob-vs-pro/,https://play.gamepix.com/prison-noob-vs-pro/embed?sid=U274U,"Race against time in ""Prison Noob vs Pro,"" navigating a treacherous underground maze. Strategically collect diamonds, unlock hidden doors, and reach the safety of the elevator before the water rises. Experience intense solo thrills or collaborate with a friend for double the excitement in this gripping escape adventure."
Bricks Crusher Breaker Ball,GamePix,ball,https://play.gamepix.com/bricks-crusher-breaker-ball/,https://play.gamepix.com/bricks-crusher-breaker-ball/embed?sid=U274U,"Strategically smash through intricate levels in Bricks Crusher Breaker Ball. Master the art of bounce as you obliterate bricks, chain combos, and unleash powerful skill balls. Each level poses unique challenges, ensuring endless addictive fun and rewarding gameplay that tests your precision and strategic prowess."
Getting Over it Unblocked,GamePix,adventure,https://play.gamepix.com/getting-over-it-unblocked/,https://play.gamepix.com/getting-over-it-unblocked/embed?sid=U274U,"Embark on a relentless and thrilling ascent in Getting Over It Unblocked. Master the art of precision as you navigate a man in a pot equipped solely with a hammer. Traverse daunting platforms, and savor every hard-won inch, but beware—one misstep could send you plummeting. Conquer three unique adventures!"
Cooking World Reborn,GamePix,strategy,https://play.gamepix.com/cooking-world-reborn/,https://play.gamepix.com/cooking-world-reborn/embed?sid=U274U,"In Cooking World Reborn, transform a humble food truck into a thriving airport cafe. Navigate over 50 dynamic levels, mastering time management and resource allocation. Upgrade your kitchen, satisfy customer cravings, and hone your strategy in this fast-paced culinary adventure. Can you cook your way to success?"
Flappy Santa,GamePix,arcade,https://play.gamepix.com/flappy-santa/,https://play.gamepix.com/flappy-santa/embed?sid=U274U,"Guide Santa through a festive flurry of pipes in Flappy Santa! Test your timing skills in this charming arcade adventure, where addictive mechanics and a Christmas night backdrop combine for endless fun. Simple controls, escalating challenges, and score tracking keep you hooked as you seek your highest flight."
Ouija Voices,GamePix,board,https://play.gamepix.com/ouija-voices/,https://play.gamepix.com/ouija-voices/embed?sid=U274U,"Plunge into the spine-tingling world of Ouija Voices, where each motion uncovers eerie spirit messages. Navigate the mystical board, solve challenging trivia, and bravely face the supernatural. Perfect for thrill-seekers and those curious about the unknown, this chilling adventure tests both your knowledge and nerve."
Space Fire,GamePix,arcade,https://play.gamepix.com/space-fire/,https://play.gamepix.com/space-fire/embed?sid=U274U,"Engage in intense aerial combat with Space Fire, defending the galaxy with advanced weaponry. Master intuitive controls to outmaneuver foes, earn high scores, and dominate the leaderboard. Experience the thrill of classic arcade warfare, featuring stunning graphics that draw you into explosive, adrenaline-pumping battles."
Dino Run,GamePix,dinosaur,https://play.gamepix.com/dino-run/,https://play.gamepix.com/dino-run/embed?sid=U274U,"Outrun doom in Dino Run as you guide your customized dinosaur through vibrant 2D pixel landscapes. Dodge fiery cataclysms, gobble fleeing dinos for energy, and cleverly manipulate time to survive. Every second counts in this thrilling race against extinction!"
Hug and Kis Station Escape,GamePix,two-player,https://play.gamepix.com/hug-and-kis-station-escape/,https://play.gamepix.com/hug-and-kis-station-escape/embed?sid=U274U,"Guide Hug and Kis, two alien pals, in their peaceful escape from a galactic outpost. Solve clever puzzles by collecting keys and gems. With no threats or time limits, enjoy a stress-free adventure where teamwork and exploration lead to success. Perfect for cooperative play and leisurely fun."
Fruit Clicker 2,GamePix,action,https://play.gamepix.com/fruit-clicker-2/,https://play.gamepix.com/fruit-clicker-2/embed?sid=U274U,"Get ready to tap away in Fruit Clicker 2, where your mission is to amass FruitCoins by clicking on vibrant fruits. Use your earnings to unlock powerful upgrades, boosting your tapping prowess and even earning passive income. It's a colorful, fast-paced adventure you won't want to miss!"
Craft Block World Building,GamePix,arcade,https://play.gamepix.com/craft-block-world-building/,https://play.gamepix.com/craft-block-world-building/embed?sid=U274U,"Unleash your creativity in a vibrant sandbox where you build and explore limitless blocky landscapes. Design stunning worlds, race through diverse terrains, and connect with charming creatures. From intricate cities to fantastical realms, the power to create is in your hands. Dive in and transform the blocky universe!"
Brick Game Classic,GamePix,tetris,https://play.gamepix.com/brick-game-classic/,https://play.gamepix.com/brick-game-classic/embed?sid=U274U,"Relive retro gaming with Brick Game Classic, where strategic shape placement lets you clear lines and climb the score ladder. Rotate and fit falling pieces flawlessly, control the pace for an exhilarating experience, and enjoy endless fun that keeps you hooked every time you play."
Truth or Dare,GamePix,board,https://play.gamepix.com/truth-or-dare/,https://play.gamepix.com/truth-or-dare/embed?sid=U274U,"Dive into the excitement of Truth or Dare, where honesty meets bravery. Challenge yourself with unpredictable questions and dares, pushing boundaries with friends in a playful test of quick wit and courage. This timeless party game offers endless laughter, ensuring memorable moments for everyone involved."
Sudoku HTML5,GamePix,board,https://play.gamepix.com/sudoku-html5/,https://play.gamepix.com/sudoku-html5/embed?sid=U274U,"Dive into the classic challenge of Sudoku, where logic rules over luck. Carefully place numbers to solve intricate puzzles without lifting an eraser. Master the art of deduction and enjoy endless brain-teasing fun, all seamlessly powered by HTML5 for a smooth, engaging experience. Unleash your inner strategist!"
LOVE TEST - Match Calculator,GamePix,puzzle,https://play.gamepix.com/love-test-match-calculator/,https://play.gamepix.com/love-test-match-calculator/embed?sid=U274U,"Dive into the whimsical world of LOVE TEST - Match Calculator, where romance meets math puzzles. Calculate compatibility scores by strategically pairing names, progressing through engaging arcade-like challenges. Analyze patterns for better results and let number puzzles unveil true love. A fun, math-based journey awaits!"
Clash of Warriors,GamePix,adventure,https://play.gamepix.com/clash-of-warriors/,https://play.gamepix.com/clash-of-warriors/embed?sid=U274U,"Step into the fray as a cunning monarch in Clash of Warriors. Strategically wield a dynamic card deck to expand your kingdom, conquer rival territories, and unleash unique abilities. Build, battle, and dominate the grid in this enthralling card warfare adventure. Your kingdom’s fate hinges on your tactical prowess."
Ascend,GamePix,fun,https://play.gamepix.com/ascend/,https://play.gamepix.com/ascend/embed?sid=U274U,"Ascend challenges you to bounce ever higher through a celestial journey. Engage in skillful platform hopping, navigating vanish-prone platforms to achieve massive combos. Compete against friends on online leaderboards, refining your strategy to dominate the skies in this addictive, high-flying adventure."
Fractured,GamePix,strategy,https://play.gamepix.com/fractured/,https://play.gamepix.com/fractured/embed?sid=U274U,
Variety Mecha,GamePix,shooter,https://play.gamepix.com/variety-mecha/,https://play.gamepix.com/variety-mecha/embed?sid=U274U,
Find the Lost Letter 3D,GamePix,word,https://play.gamepix.com/find-the-lost-letter-3d/,https://play.gamepix.com/find-the-lost-letter-3d/embed?sid=U274U,
Operation Fury,GamePix,helicopter,https://play.gamepix.com/operation-fury/,https://play.gamepix.com/operation-fury/embed?sid=U274U,
Idle Game Dev Simulator,GamePix,casual,https://play.gamepix.com/idle-game-dev-simulator/,https://play.gamepix.com/idle-game-dev-simulator/embed?sid=U274U,
Beat Maker Pro,GamePix,music,https://play.gamepix.com/beat-maker-pro/,https://play.gamepix.com/beat-maker-pro/embed?sid=U274U,
Tsunami for Escape Brainrots,GamePix,two-player,https://play.gamepix.com/tsunami-for-escape-brainrots/,https://play.gamepix.com/tsunami-for-escape-brainrots/embed?sid=U274U,
Ashen Ninja - Rust and Katana,GamePix,ninja,https://play.gamepix.com/ashen-ninja-rust-and-katana/,https://play.gamepix.com/ashen-ninja-rust-and-katana/embed?sid=U274U,
The Entity 2,GamePix,horror,https://play.gamepix.com/the-entity-2/,https://play.gamepix.com/the-entity-2/embed?sid=U274U,
Drunken Zombie,GamePix,zombie,https://play.gamepix.com/drunken-zombie/,https://play.gamepix.com/drunken-zombie/embed?sid=U274U,
Princesses Rock Ballerinas,GamePix,dress-up,https://play.gamepix.com/princesses-rock-ballerinas/,https://play.gamepix.com/princesses-rock-ballerinas/embed?sid=U274U,
Color Platform,GamePix,platformer,https://play.gamepix.com/color-platform/,https://play.gamepix.com/color-platform/embed?sid=U274U,
Racing for Two on One PC!,GamePix,arcade,https://play.gamepix.com/racing-for-two-on-one-pc/,https://play.gamepix.com/racing-for-two-on-one-pc/embed?sid=U274U,
Donut Adventure,GamePix,platformer,https://play.gamepix.com/donut-adventure/,https://play.gamepix.com/donut-adventure/embed?sid=U274U,
CQB : Engagement Warfare,GamePix,first-person-shooter,https://play.gamepix.com/cqb-engagement-warfare/,https://play.gamepix.com/cqb-engagement-warfare/embed?sid=U274U,
Kingdom of Pixels,GamePix,multiplayer,https://play.gamepix.com/kingdom-of-pixels/,https://play.gamepix.com/kingdom-of-pixels/embed?sid=U274U,
Space Meowing Tycoon,GamePix,clicker,https://play.gamepix.com/spacemeowingtycoon/,https://play.gamepix.com/spacemeowingtycoon/embed?sid=U274U,
PoP UP,GamePix,platformer,https://play.gamepix.com/pop-up/,https://play.gamepix.com/pop-up/embed?sid=U274U,
The Smile Haunts You,GamePix,horror,https://play.gamepix.com/the-smile-haunts-you/,https://play.gamepix.com/the-smile-haunts-you/embed?sid=U274U,
How Many Shawarmas Can You Eat ?,GamePix,casual,https://play.gamepix.com/how-many-shawarmas-can-you-eat/,https://play.gamepix.com/how-many-shawarmas-can-you-eat/embed?sid=U274U,
